model,asset,variant,n_cal,n_original_test,gap,memory_proxy,rho,qV,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
Moirai-1.1,DJCI,Full proxy,1782,765,516,512,0.08588285603127184,0.006236567538119572,249,5,0.020080321285140562,0.15968607366310889,0.0760916634458489,0.07716336711148875,1.9771963843887104,3.146464523316375,0.0004882752561175009,0.03179806830793875,Yellow
Lag-Llama,DJCI,Contiguous,1782,765,0,512,0.04308443567185739,0.01148957549145414,765,4,0.00522875816993464,0.1444150844647419,0.8374188819161931,0.33750027388273285,2.1302724567792346,0.042105457551741665,0.00037828454716234706,0.03168387904324032,Green
Lag-Llama,DJCI,Logarithmic,1782,765,3,512,0.04308443567185739,0.01148957549145414,762,4,0.005249343832020997,0.14715593601862786,0.8371015470206702,0.3423643319509648,2.10148729815851,0.042272323530795575,0.00037871472414627993,0.03168525629665501,Green
Lag-Llama,DJCI,Full proxy,1782,765,515,512,0.04308443567185739,0.01148957549145414,250,2,0.008,0.7419327009526155,0.8571765192955558,0.9320096436669147,0.10843521623681007,0.032389017899152606,0.0005017780075902699,0.033384134214278,Green
GJR-GARCH,DJCI,Contiguous,1966,843,0,250,0.4268214959785648,0.005269349798695359,843,7,0.00830367734282325,0.6100953381107694,0.04356496757436924,0.11455620485732693,0.26003612415489874,4.073343284464613,0.0003371711762253662,0.024603222538805238,Green
GJR-GARCH,DJCI,Logarithmic,1966,843,10,250,0.4268214959785648,0.005269349798695359,833,7,0.008403361344537815,0.6339086484010982,0.04415881169432168,0.11781516342292563,0.226797527287943,4.050479061296059,0.00033870541271352445,0.024608259415943363,Green
GJR-GARCH,DJCI,Full proxy,1966,843,260,250,0.4268214959785648,0.005269349798695359,583,7,0.012006861063464836,0.6368561526554679,0.06626555322821048,0.16562469230818147,0.22287743083393563,3.3731844491766623,0.00038156205845094645,0.025000784829995022,Green
GJR-GARCH-t,DJCI,Contiguous,1966,843,0,250,0.4538093302118164,0.004358149306233308,843,7,0.00830367734282325,0.6100953381107694,0.04356496757436924,0.11455620485732693,0.26003612415489874,4.073343284464613,0.00033659472644031015,0.024629619255011115,Green
GJR-GARCH-t,DJCI,Logarithmic,1966,843,11,250,0.4538093302118164,0.004358149306233308,832,7,0.008413461538461538,0.6363219704763186,0.04421904008871843,0.1181404029427752,0.2235847746175592,4.048178238154847,0.00033806988227693,0.02463266620291528,Green
GJR-GARCH-t,DJCI,Full proxy,1966,843,261,250,0.4538093302118164,0.004358149306233308,582,7,0.012027491408934709,0.633789644222748,0.06639535654845673,0.16555389733582976,0.2269566796937883,3.3699602673488442,0.00038372631872972705,0.02533632781643985,Green
GARCH-N,DJCI,Contiguous,1966,843,0,250,0.3933748864066806,0.005104180058175638,843,6,0.0071174377224199285,0.3751238540109936,0.029870810312976993,0.06382142195274326,0.7866208896087903,4.716711865799681,0.000336357832733397,0.025038698057303067,Green
GARCH-N,DJCI,Logarithmic,1966,843,9,250,0.3933748864066806,0.005104180058175638,834,6,0.007194244604316547,0.3912735423076299,0.030235414106871493,0.06617722771919408,0.7349805635928055,4.6958571711576695,0.0003379273670683701,0.025044036045535102,Green
GARCH-N,DJCI,Full proxy,1966,843,259,250,0.3933748864066806,0.005104180058175638,584,6,0.010273972602739725,0.9471830643625254,0.045288994286953495,0.13450998693269484,0.004388351140515001,4.0078453096777125,0.0003793044165300227,0.02553145258060306,Green
Hist-Sim,DJCI,Contiguous,1966,843,0,250,0.5836685206625812,0.0034457693460039802,843,8,0.009489916963226572,0.8806651759849103,0.060222946688938475,0.16916410900063142,0.022537827834755886,3.531234124278626,0.0003594943553822841,0.026873141595923668,Green
Hist-Sim,DJCI,Logarithmic,1966,843,16,250,0.5836685206625812,0.0034457693460039802,827,8,0.009673518742442563,0.9244129116506148,0.06154923702711422,0.1734145461776783,0.009001552864588036,3.4951391074611564,0.00035959769750025766,0.02666872930691131,Green
Hist-Sim,DJCI,Full proxy,1966,843,266,250,0.5836685206625812,0.0034457693460039802,577,8,0.01386481802426343,0.37805152587630486,0.09272758564169037,0.16501804021371436,0.7770283293891236,2.8263726234700357,0.00040421491556824857,0.027228341628712346,Green
EWMA,DJCI,Contiguous,1966,843,0,600,0.4388999674720838,0.005018034522880958,843,5,0.005931198102016607,0.19889237619608804,0.019010435218318557,0.028000799153376887,1.6504890915333004,5.5005553645110865,0.0003211573014383857,0.02533085404340288,Green
EWMA,DJCI,Logarithmic,1966,843,11,600,0.4388999674720838,0.005018034522880958,832,5,0.006009615384615385,0.21150122874343263,0.0192931384089137,0.02966063796228327,1.561120528607713,5.474748338039326,0.0003224147184295061,0.025341808296870598,Green
EWMA,DJCI,Full proxy,1966,843,611,600,0.4388999674720838,0.005018034522880958,232,2,0.008620689655172414,0.8287900916889804,0.8517320504054352,0.9599728500449063,0.04676561030487725,0.03493494194191982,0.00038881226413938847,0.030230355405583196,Green
Moirai-1.1,ETH,Contiguous,1893,812,0,512,-0.017101871250465958,0.015849058234102834,812,10,0.012315270935960592,0.5222239616687067,0.6172903585126441,0.7192137839815833,0.40949888398328893,0.2496943766052766,0.0012580981283335543,0.1021850824618247,Green
Moirai-1.1,ETH,Logarithmic,1893,812,3,512,-0.017101871250465958,0.015849058234102834,809,10,0.012360939431396786,0.5151036042880719,0.6166296261925619,0.7137950041771983,0.4236858074053247,0.2506331263181778,0.0012605691700653112,0.1022761623991091,Green
Moirai-1.1,ETH,Full proxy,1893,812,515,512,-0.017101871250465958,0.015849058234102834,297,3,0.010101010101010102,0.9860645146434114,0.8042428218664581,0.9696018086230446,0.00030507613731595856,0.06143452054224241,0.0011942460549124619,0.10660899222912937,Green
Lag-Llama,ETH,Contiguous,1893,812,0,512,-0.04517006692157141,0.04453995647374273,812,4,0.0049261083743842365,0.10708017917415602,0.842160187565031,0.2676103616063074,2.5967932636474513,0.03965319830412284,0.0013891117877843676,0.1259007941574529,Green
Lag-Llama,ETH,Logarithmic,1893,812,3,512,-0.04517006692157141,0.04453995647374273,809,4,0.004944375772558714,0.1091713506055202,0.8418698610141325,0.2717185335109371,2.5661759442486076,0.0398011592180012,0.0013910350508498034,0.1259764572135831,Green
Lag-Llama,ETH,Full proxy,1893,812,515,512,-0.04517006692157141,0.04453995647374273,297,1,0.003367003367003367,0.18263564132087035,0.9343773204553254,0.4100760325859013,1.7760457082891787,0.006779674001176517,0.0014453444351543237,0.12850047849063567,Green
GJR-GARCH,ETH,Contiguous,2076,891,0,250,0.3197499003755285,0.033587310382058096,891,5,0.005611672278338945,0.15121584306389355,0.8121200071593928,0.3470729967880106,2.0599428358476546,0.05649747570365804,0.0012792116768766953,0.1164512821493187,Green
GJR-GARCH,ETH,Logarithmic,2076,891,8,250,0.3197499003755285,0.033587310382058096,883,5,0.0056625141562853904,0.15838428851003938,0.8112811105617046,0.3594073422577604,1.9895848996421384,0.057012851622310734,0.001279658988962375,0.11649310295140096,Green
GJR-GARCH,ETH,Full proxy,2076,891,258,250,0.3197499003755285,0.033587310382058096,633,5,0.007898894154818325,0.5812628743657346,0.7776423782230122,0.8253303374363078,0.30419746575013473,0.07974566180195808,0.0013581703008795779,0.11996099123277297,Green
GJR-GARCH-t,ETH,Contiguous,2076,891,0,250,0.33747761773428964,0.014826858512704197,891,5,0.005611672278338945,0.15121584306389355,0.8121200071593928,0.3470729967880106,2.0599428358476546,0.05649747570365804,0.0012956461261570832,0.11519336944727931,Green
GJR-GARCH-t,ETH,Logarithmic,2076,891,8,250,0.33747761773428964,0.014826858512704197,883,5,0.0056625141562853904,0.15838428851003938,0.8112811105617046,0.3594073422577604,1.9895848996421384,0.057012851622310734,0.0012950006105778282,0.11509962111702363,Green
GJR-GARCH-t,ETH,Full proxy,2076,891,258,250,0.33747761773428964,0.014826858512704197,633,5,0.007898894154818325,0.5812628743657346,0.7776423782230122,0.8253303374363078,0.30419746575013473,0.07974566180195808,0.0013925120105013325,0.11931126069668663,Green
GARCH-N,ETH,Contiguous,2076,891,0,250,0.3246135828679986,0.0352945125675387,891,6,0.006734006734006734,0.2976680542003781,0.7753438419150468,0.558204212262171,1.084612234344494,0.08144858916783448,0.001276796276225706,0.11821391213725584,Green
GARCH-N,ETH,Logarithmic,2076,891,8,250,0.3246135828679986,0.0352945125675387,883,6,0.006795016987542469,0.3095943997743359,0.7743480025717702,0.5727540630933583,1.0324053038510401,0.08219242347938405,0.001277067214733867,0.11825625340766127,Green
GARCH-N,ETH,Full proxy,2076,891,258,250,0.3246135828679986,0.0352945125675387,633,6,0.009478672985781991,0.8942066355479076,0.7345022719400676,0.9358022101509891,0.01768454204017811,0.11501773551128736,0.0013360845247177326,0.1205734491888714,Green
Hist-Sim,ETH,Contiguous,2076,891,0,250,0.2676891238590474,0.012226974320976802,891,9,0.010101010101010102,0.9758654855475204,0.6680554462632801,0.911740207584375,0.0009152284119478826,0.18388515077405998,0.0012492375805001194,0.10238106397077863,Green
Hist-Sim,ETH,Logarithmic,2076,891,7,250,0.2676891238590474,0.012226974320976802,884,9,0.010180995475113122,0.95699521171229,0.666808555710121,0.9101617787146755,0.002907865936843501,0.1853579669925267,0.0012526971237563093,0.1026051640244934,Green
Hist-Sim,ETH,Full proxy,2076,891,257,250,0.2676891238590474,0.012226974320976802,634,7,0.011041009463722398,0.7955569410625022,0.6923503222165232,0.8941844718043757,0.06713357817856203,0.15655278341040457,0.0013695460307036943,0.10808408676966988,Green
EWMA,ETH,Contiguous,2076,891,0,600,0.36440746040159555,0.034927640855674055,891,7,0.007856341189674524,0.504032571507542,0.7390238707599034,0.7567586089163715,0.44643546996955985,0.11098643998120394,0.001285977231769297,0.11666097174046236,Green
EWMA,ETH,Logarithmic,2076,891,9,600,0.36440746040159555,0.034927640855674055,882,7,0.007936507936507936,0.5228709047035904,0.7377328084593118,0.7709143086910849,0.40822676408053526,0.11212934525582341,0.0012851923884768673,0.11651652119879015,Green
EWMA,ETH,Full proxy,2076,891,609,600,0.36440746040159555,0.034927640855674055,282,3,0.010638297872340425,0.9150879325095505,0.799140860458098,0.9626561619451228,0.011368501417001131,0.06474945819086741,0.0012607887539737744,0.10868899764146554,Green
Moirai-1.1,EURUSD,Contiguous,3772,1617,0,512,0.09100829690996223,9.055353342029421e-05,1617,21,0.012987012987012988,0.24846610604304448,0.4570969076689184,0.3896716161616708,1.3319077750317962,0.5529940337476376,0.00015773775334433594,0.012869577769137901,Green
Moirai-1.1,EURUSD,Logarithmic,3772,1617,4,512,0.09100829690996223,9.055353342029421e-05,1613,21,0.013019218846869188,0.2441950287998602,0.45653173582738094,0.3846973774339299,1.3562121528897109,0.5543844199485477,0.0001578515452475816,0.012868290147816777,Green
Moirai-1.1,EURUSD,Full proxy,3772,1617,516,512,0.09100829690996223,9.055353342029421e-05,1101,17,0.015440508628519528,0.09292850281393816,0.46504515692624315,0.18668900331012006,2.822897663670757,0.5337245973090035,0.00016986236366965579,0.013393157339679336,Green
Lag-Llama,EURUSD,Contiguous,3772,1617,0,512,0.27974785669897995,0.003313760396643108,1617,12,0.0074211502782931356,0.27475976865141044,0.6717578415746367,0.5034904083390469,1.192828436815267,0.17955279713888217,0.0001601971625950704,0.013688099450687717,Green
Lag-Llama,EURUSD,Logarithmic,3772,1617,8,512,0.27974785669897995,0.003313760396643108,1609,12,0.0074580484773151025,0.28323512632513653,0.6709843757514198,0.5137713329599847,1.1515011519704998,0.18045282807767649,0.00016038790404488285,0.013690872986221379,Green
Lag-Llama,EURUSD,Full proxy,3772,1617,520,512,0.27974785669897995,0.003313760396643108,1097,9,0.008204193254329991,0.5372519535283731,0.6994585464815581,0.7673239124912612,0.38065677017386923,0.14903574147149357,0.00016604062787341822,0.014192840306305509,Green
GJR-GARCH,EURUSD,Contiguous,3955,1696,0,250,0.49354194371588106,0.0011146739838417564,1696,18,0.01061320754716981,0.8015803111643481,0.5341916140673418,0.7986900686849423,0.06315290183497213,0.38641171313651057,0.00015062100988110657,0.011630099568221969,Green
GJR-GARCH,EURUSD,Logarithmic,3955,1696,13,250,0.49354194371588106,0.0011146739838417564,1683,18,0.0106951871657754,0.7768415535319355,0.5325988165887927,0.7906627832957646,0.08033676617193519,0.38943067194671244,0.00015065470704691075,0.011635377817089775,Green
GJR-GARCH,EURUSD,Full proxy,3955,1696,263,250,0.49354194371588106,0.0011146739838417564,1433,15,0.0104675505931612,0.8598722202642717,0.5730666651957961,0.839984567745587,0.031165250817217327,0.31757826727275074,0.00014135658609404147,0.011622585755104857,Green
GJR-GARCH-t,EURUSD,Contiguous,3955,1696,0,250,0.5926843818461743,0.0005383483763841297,1696,19,0.011202830188679245,0.6252402560414458,0.5115982210182919,0.7155642993949437,0.23857081808879332,0.43079681719780183,0.00015132820250796463,0.011816601768427982,Green
GJR-GARCH-t,EURUSD,Logarithmic,3955,1696,18,250,0.5926843818461743,0.0005383483763841297,1678,18,0.010727056019070322,0.7673510752299779,0.5319818697917815,0.7873650235716839,0.08752223429282857,0.390604408930983,0.00015012574933294983,0.01181572540246153,Green
GJR-GARCH-t,EURUSD,Full proxy,3955,1696,268,250,0.5926843818461743,0.0005383483763841297,1428,16,0.011204481792717087,0.6535819389975286,0.5469160661350859,0.7541662198489532,0.20141397472453582,0.3628709943590991,0.00014388738288991426,0.011809313424613966,Green
GARCH-N,EURUSD,Contiguous,3955,1696,0,250,0.5209305121210861,0.0011147115791097003,1696,16,0.009433962264150943,0.8130258927480677,0.5807969474056349,0.8348978663295636,0.055943720530944985,0.304948034239942,0.00014734264751572662,0.011751555362803966,Green
GARCH-N,EURUSD,Logarithmic,3955,1696,14,250,0.5209305121210861,0.0011147115791097003,1682,16,0.009512485136741973,0.8394493487326313,0.5792108012736956,0.8400624284605027,0.041045900162773874,0.30751224045823733,0.0001474925813618597,0.011767261603322572,Green
GARCH-N,EURUSD,Full proxy,3955,1696,264,250,0.5209305121210861,0.0011147115791097003,1432,13,0.009078212290502794,0.7217461697037414,0.6253878808525268,0.8331042475183132,0.12682576315631433,0.23836723197314313,0.00014157463180633988,0.011766328724063609,Green
Hist-Sim,EURUSD,Contiguous,3955,1696,0,250,0.5940792170742903,0.0010388128792993036,1696,18,0.01061320754716981,0.8015803111643481,0.5341916140673418,0.7986900686849423,0.06315290183497213,0.38641171313651057,0.00015636472450214744,0.011991231559509078,Green
Hist-Sim,EURUSD,Logarithmic,3955,1696,18,250,0.5940792170742903,0.0010388128792993036,1678,17,0.010131108462455305,0.9570459699560826,0.5551344881521302,0.838995506475547,0.0029009990833820942,0.3481988575948378,0.00015387705849407606,0.012034645809959747,Green
Hist-Sim,EURUSD,Full proxy,3955,1696,268,250,0.5940792170742903,0.0010388128792993036,1428,15,0.01050420168067227,0.8493625908059173,0.57238821215739,0.8374543876437162,0.036074080122086016,0.31870287843995015,0.00014649060585092925,0.012265497646893041,Green
EWMA,EURUSD,Contiguous,3955,1696,0,600,0.582837942491586,0.0010481949838500957,1696,21,0.012382075471698114,0.3418047580663531,0.46791497079594224,0.4890585687020613,0.903650507852717,0.5268955407123883,0.00015025724477003543,0.011449881606605117,Green
EWMA,EURUSD,Logarithmic,3955,1696,17,600,0.582837942491586,0.0010481949838500957,1679,21,0.012507444907683145,0.3203030619030053,0.476527289709768,0.4736652539123123,0.9877085851290008,0.5068002591699496,0.0001505045753708062,0.011458771671691004,Green
EWMA,EURUSD,Full proxy,3955,1696,617,600,0.582837942491586,0.0010481949838500957,1079,11,0.010194624652455977,0.9489320189351038,0.6498475950729945,0.9002369846391761,0.004102144346012082,0.20609232376142472,0.00014807233260415235,0.01168104635391689,Green
Moirai-1.1,FCHI,Contiguous,4410,1891,0,512,0.21024736476571235,0.0026687430785957283,1891,25,0.013220518244315178,0.1798237952416107,0.33973484012378946,0.25788135062644535,1.7990796937989213,0.9114316684634787,0.000484194114674532,0.03255797416169675,Green
Moirai-1.1,FCHI,Logarithmic,4410,1891,6,512,0.21024736476571235,0.0026687430785957283,1885,25,0.013262599469496022,0.17513442539875843,0.34089450095004903,0.2534091266180127,1.8384355132396752,0.9070644769563501,0.00048498356467667936,0.032598985295077064,Green
Moirai-1.1,FCHI,Full proxy,4410,1891,518,512,0.21024736476571235,0.0026687430785957283,1373,10,0.007283321194464676,0.2877191019961826,0.05908282046874602,0.09569354243794652,1.130263682186703,3.5629452376880124,0.00037353915531198315,0.031136996703540715,Green
Lag-Llama,FCHI,Contiguous,4410,1891,0,512,0.1694779688290206,0.011473754550927237,1891,18,0.009518773135906928,0.8320890470446012,0.5562954191699159,0.8223768957835178,0.044953776319367256,0.3461591803292663,0.0005044311809277501,0.03610661341100565,Green
Lag-Llama,FCHI,Logarithmic,4410,1891,6,512,0.1694779688290206,0.011473754550927237,1885,18,0.009549071618037135,0.8428446874358871,0.5556613100103945,0.8242438351248504,0.03930548604096784,0.34727226682630885,0.0005050323523955037,0.036133650587892974,Green
Lag-Llama,FCHI,Full proxy,4410,1891,518,512,0.1694779688290206,0.011473754550927237,1373,8,0.005826656955571741,0.09183818846869023,0.759348290860653,0.23042078718060263,2.841854083931702,0.09384218025257951,0.00039437252889804075,0.03473583985214138,Green
GJR-GARCH,FCHI,Contiguous,4594,1969,0,250,0.4644432869803902,0.0036419169909285495,1969,28,0.014220416455053326,0.07673566115525832,0.36863059537612697,0.1393875330027406,3.1327189496587486,0.8082754861831631,0.00037510964769239813,0.02773254523995518,Green
GJR-GARCH,FCHI,Logarithmic,4594,1969,13,250,0.4644432869803902,0.0036419169909285495,1956,28,0.014314928425357873,0.07163999574707336,0.3670201544289474,0.1314164846171398,3.2450387669478076,0.8137286872381537,0.0003755968247009998,0.027722632286012846,Green
GJR-GARCH,FCHI,Full proxy,4594,1969,263,250,0.4644432869803902,0.0036419169909285495,1706,23,0.013481828839390387,0.16990645000968344,0.4277103539895968,0.2846768520615427,1.883768505189284,0.6290326836628992,0.0003842120575589676,0.028525087618459177,Green
GJR-GARCH-t,FCHI,Contiguous,4594,1969,0,250,0.4755391061762309,0.003367686494404269,1969,20,0.01015744032503809,0.9441678647735252,0.5216221155606271,0.812373811499413,0.004904538227650468,0.410684833299797,0.0003722092969613379,0.03021227470154495,Green
GJR-GARCH-t,FCHI,Logarithmic,4594,1969,13,250,0.4755391061762309,0.003367686494404269,1956,20,0.010224948875255624,0.9206452247455464,0.5202265954156449,0.8092202102206157,0.009924342744116355,0.4134440541430138,0.000372595100664617,0.03021063287256679,Green
GJR-GARCH-t,FCHI,Full proxy,4594,1969,263,250,0.4755391061762309,0.003367686494404269,1706,16,0.009378663540445486,0.7943676451889228,0.5819190386334347,0.83065669629625,0.06793489584684087,0.303142485490298,0.00038092415754971317,0.03121123728372394,Green
GARCH-N,FCHI,Contiguous,4594,1969,0,250,0.5175348518147842,0.004444379891923238,1969,30,0.015236160487557136,0.030165849368992557,0.009889024910428265,0.003422796746255261,4.699815849020485,6.654778751039316,0.00041862729664056853,0.028363482494377878,Green
GARCH-N,FCHI,Logarithmic,4594,1969,15,250,0.5175348518147842,0.004444379891923238,1954,30,0.015353121801432957,0.02747541624782459,0.010114005571217617,0.0032221849312446195,4.860685568134901,6.61470563078683,0.00041951931626932207,0.02835198276255345,Green
GARCH-N,FCHI,Full proxy,4594,1969,265,250,0.5175348518147842,0.004444379891923238,1704,26,0.015258215962441314,0.042898666732508785,0.006233258480005323,0.0030564643349274088,4.099390853367421,7.481602100957559,0.0004306184088782986,0.029122614419371366,Green
Hist-Sim,FCHI,Contiguous,4594,1969,0,250,0.44957213971828025,0.0036519007184098173,1969,24,0.01218892839004571,0.345261252575352,0.00012357398234610223,0.0004040092442189472,0.8907976177806667,14.737347979289012,0.0005170022014676848,0.03530706415893735,Green
Hist-Sim,FCHI,Logarithmic,4594,1969,12,250,0.44957213971828025,0.0036519007184098173,1957,24,0.012263668880940215,0.331039435950989,0.00012665474672905446,0.0004024756701134545,0.9448274249312387,14.69092439478024,0.0005185440019050527,0.03536278253874657,Green
Hist-Sim,FCHI,Full proxy,4594,1969,262,250,0.44957213971828025,0.0036519007184098173,1707,22,0.012888107791446984,0.2509382648482979,0.00010217638786425024,0.0002727197983132361,1.318072527698627,15.096058811646884,0.0005448087856841143,0.036822056407458954,Green
EWMA,FCHI,Contiguous,4594,1969,0,600,0.504145871863385,0.004045214724465257,1969,34,0.017267648552564754,0.0033062011027373333,0.0023551995721911826,0.00013103496132246635,8.630283538487252,9.249809241603089,0.0004565491770022569,0.028586469895450346,Yellow
EWMA,FCHI,Logarithmic,4594,1969,14,600,0.504145871863385,0.004045214724465257,1955,34,0.017391304347826087,0.0029496588286544315,0.002420912617258286,0.00012110089132943122,8.838348866923571,9.199424227388931,0.0004574448874835402,0.02855933144996864,Yellow
EWMA,FCHI,Full proxy,4594,1969,614,600,0.504145871863385,0.004045214724465257,1355,21,0.015498154981549815,0.059791476677766964,0.0031769537532575606,0.002191750059923842,3.543159209442276,8.702950670867608,0.0003789596451335263,0.02649909058925302,Green
Moirai-1.1,FTSE100,Contiguous,4354,1867,0,512,0.21716978649457974,0.0026007913080551767,1867,18,0.0096411355115158,0.8754190337003582,0.5537426436249775,0.8289319010484294,0.02457965087716074,0.3506548953659774,0.0003868511190694959,0.027384604072409814,Green
Moirai-1.1,FTSE100,Logarithmic,4354,1867,7,512,0.21716978649457974,0.0026007913080551767,1860,18,0.00967741935483871,0.8882042100651422,0.5529897954936129,0.8303773495831361,0.019761860563154654,0.3519882263490217,0.0003875669158663203,0.027416191180349492,Green
Moirai-1.1,FTSE100,Full proxy,4354,1867,519,512,0.21716978649457974,0.0026007913080551767,1348,8,0.005934718100890208,0.10458321369088114,0.7571821183040428,0.25540400496088483,2.6342230133634352,0.09559429538764164,0.0003100392635846472,0.024945629296393688,Green
Lag-Llama,FTSE100,Contiguous,4354,1867,0,512,0.17673351478013669,0.007335534961002081,1867,18,0.0096411355115158,0.8754190337003582,0.16507776159314624,0.37687861975273124,0.02457965087716074,1.92708456291507,0.0003995347306693643,0.027756657190918545,Green
Lag-Llama,FTSE100,Logarithmic,4354,1867,6,512,0.17673351478013669,0.007335534961002081,1861,18,0.00967221923696937,0.8863739273330136,0.16567372952681175,0.3786891617153085,0.020418684350838268,1.9216604440397589,0.0003999982084782037,0.027766230869153703,Green
Lag-Llama,FTSE100,Full proxy,4354,1867,518,512,0.17673351478013669,0.007335534961002081,1349,6,0.004447739065974796,0.02132961464387431,0.017597298708553036,0.004220804127248901,5.29965777798934,5.635801457222783,0.0002946760057915644,0.025842504855406102,Green
GJR-GARCH,FTSE100,Contiguous,4538,1945,0,250,0.47755620334455645,0.004158488214538077,1945,20,0.010282776349614395,0.9007129368422289,0.5190362651429804,0.8059878762426358,0.015565252513092487,0.4158079044293572,0.000334380734288937,0.023768185749687393,Green
GJR-GARCH,FTSE100,Logarithmic,4538,1945,13,250,0.47755620334455645,0.004158488214538077,1932,20,0.010351966873706004,0.8771407129060133,0.5176181231912159,0.801501766042616,0.0238995744640651,0.4186366325621407,0.0003351967801195148,0.023770422382351802,Green
GJR-GARCH,FTSE100,Full proxy,4538,1945,263,250,0.47755620334455645,0.004158488214538077,1682,18,0.01070154577883472,0.7749422645543432,0.5324756209444679,0.7900125248598853,0.0817481041128496,0.38966485467460643,0.000341948544355406,0.02406941049462411,Green
GJR-GARCH-t,FTSE100,Contiguous,4538,1945,0,250,0.4936728342096566,0.0033164103055708764,1945,17,0.008740359897172237,0.5682797747431974,0.5839125160895657,0.7314249646512827,0.32556928561460907,0.29995199669914996,0.0003309292461314315,0.02485685000048449,Green
GJR-GARCH-t,FTSE100,Logarithmic,4538,1945,14,250,0.4936728342096566,0.0033164103055708764,1931,17,0.008803728638011392,0.5896708470066465,0.5825394354336684,0.7434134704022595,0.2908585951671956,0.30214720741454926,0.000331671111852828,0.024868092364377103,Green
GJR-GARCH-t,FTSE100,Full proxy,4538,1945,264,250,0.4936728342096566,0.0033164103055708764,1681,14,0.008328375966686495,0.47815133828280654,0.6276237802026544,0.691296253583651,0.5030767438491157,0.23529688699906615,0.0003374471077784101,0.025307789471152437,Green
GARCH-N,FTSE100,Contiguous,4538,1945,0,250,0.5396506537138631,0.004652818325507482,1945,20,0.010282776349614395,0.9007129368422289,0.5190362651429804,0.8059878762426358,0.015565252513092487,0.4158079044293572,0.00034253628024554926,0.024453938661545774,Green
GARCH-N,FTSE100,Logarithmic,4538,1945,16,250,0.5396506537138631,0.004652818325507482,1929,20,0.010368066355624676,0.8717005501913344,0.5172890900891278,0.8003642218152393,0.026081864953128475,0.41929489035169354,0.00034335173576578455,0.024452797788188492,Green
GARCH-N,FTSE100,Full proxy,4538,1945,266,250,0.5396506537138631,0.004652818325507482,1679,18,0.01072066706372841,0.7692479544848756,0.5321054531177596,0.7880338564599894,0.08605935414834365,0.3903690958446191,0.00035057917380219064,0.024768499320332517,Green
Hist-Sim,FTSE100,Contiguous,4538,1945,0,250,0.5287524845065449,0.0036501061976578555,1945,19,0.009768637532133676,0.9180065091672904,0.0005446137942319892,0.002520053586004618,0.010597702442012746,11.956352524352667,0.00043340355878909666,0.029641892515722797,Green
Hist-Sim,FTSE100,Logarithmic,4538,1945,15,250,0.5287524845065449,0.0036501061976578555,1930,19,0.009844559585492229,0.9451417355299456,0.0005577559661602334,0.00258421860729491,0.004734664403804323,11.911929528183919,0.00043489356459172656,0.029679183021144192,Green
Hist-Sim,FTSE100,Full proxy,4538,1945,265,250,0.5287524845065449,0.0036501061976578555,1680,16,0.009523809523809525,0.8432517018202621,0.007920891170362859,0.028863237293160177,0.0390994852815727,7.051273633932595,0.000456136314245196,0.03044604680354742,Green
EWMA,FTSE100,Contiguous,4538,1945,0,600,0.5350655777875155,0.00422610796102995,1945,28,0.014395886889460155,0.06753094046001189,0.0066870695340607595,0.004754817889972278,3.3420374400636206,7.355156324650466,0.00038278792290632205,0.024612243625461362,Green
EWMA,FTSE100,Logarithmic,4538,1945,15,600,0.5350655777875155,0.00422610796102995,1930,28,0.014507772020725389,0.0622183855053844,0.006842735374502503,0.0045368743770897516,3.4772412146860567,7.313792719763114,0.0003835758115606593,0.024579570457747925,Green
EWMA,FTSE100,Full proxy,4538,1945,615,600,0.5350655777875155,0.00422610796102995,1330,15,0.011278195488721804,0.646156106147241,0.009696095836961684,0.03173492375016583,0.2107808025960356,6.689894215266577,0.0003122026677395257,0.021650294885664847,Green
Moirai-1.1,GBPUSD,Contiguous,3780,1621,0,512,0.13445954081375158,0.0004990875901830939,1621,12,0.007402837754472548,0.27059774222092503,0.6721425375346326,0.498371116889641,1.2137143896209128,0.17910614008749803,0.00017868951025171162,0.015439643599496936,Green
Moirai-1.1,GBPUSD,Logarithmic,3780,1621,5,512,0.13445954081375158,0.0004990875901830939,1616,12,0.007425742574257425,0.2758081272864497,0.6716614561269008,0.5047725111028447,1.1876300388185799,0.17966480970926568,0.00017877850898305548,0.015439452872047968,Green
Moirai-1.1,GBPUSD,Full proxy,3780,1621,517,512,0.13445954081375158,0.0004990875901830939,1104,9,0.008152173913043478,0.5238039690341383,0.7003749423642369,0.7578729493570526,0.40639693163651947,0.1480821091111011,0.00018286655213405574,0.01529736540941111,Green
Lag-Llama,GBPUSD,Contiguous,3780,1621,0,512,0.1238553374035731,0.0038322324321658306,1621,18,0.011104256631708822,0.6606289192092782,0.5247728897698722,0.7418325690970367,0.19276052532403964,0.40450289346460977,0.0001984448653723776,0.0158878512840366,Green
Lag-Llama,GBPUSD,Logarithmic,3780,1621,5,512,0.1238553374035731,0.0038322324321658306,1616,18,0.011138613861386138,0.651436068693677,0.5241246425916812,0.7371735780940836,0.204094396299213,0.4057693931432311,0.00019844353567637326,0.01587390207082211,Green
