model,symbol,which,n_test,qV,n_viol,n00,n01,n10,n11,A_n11_n10_zero,B_n11_zero_n10_pos,C_n01_n11_zero,code_nan
Hist-Sim,USDJPY,raw,1966,0.0019057896929830995,37,1894,34,34,3,False,False,False,False
Hist-Sim,USDJPY,cor,1966,0.0019057896929830995,25,1915,25,25,0,False,True,False,True
Hist-Sim,WTI,raw,1850,0.005291519530848131,27,1797,25,25,2,False,False,False,False
Hist-Sim,WTI,cor,1850,0.005291519530848131,21,1809,19,19,2,False,False,False,False
EWMA,ASX200,raw,1912,0.003311090851315531,58,1800,53,53,5,False,False,False,False
EWMA,ASX200,cor,1912,0.003311090851315531,36,1841,34,34,2,False,False,False,False
EWMA,AUDUSD,raw,1473,0.003053668090950385,29,1414,29,29,0,False,True,False,True
EWMA,AUDUSD,cor,1473,0.003053668090950385,8,1456,8,8,0,False,True,False,True
EWMA,BOVESPA,raw,1873,0.0037767859375105114,35,1802,35,35,0,False,True,False,True
EWMA,BOVESPA,cor,1873,0.0037767859375105114,20,1832,20,20,0,False,True,False,True
EWMA,BTC,raw,1185,0.03155091532396696,27,1130,27,27,0,False,True,False,True
EWMA,BTC,cor,1185,0.03155091532396696,3,1178,3,3,0,False,True,False,True
EWMA,CBU0,raw,1055,0.0009799736807461924,18,1018,18,18,0,False,True,False,True
EWMA,CBU0,cor,1055,0.0009799736807461924,12,1030,12,12,0,False,True,False,True
EWMA,DJCI,raw,772,0.0034671998769248216,17,738,16,16,1,False,False,False,False
EWMA,DJCI,cor,772,0.0034671998769248216,10,752,9,9,1,False,False,False,False
EWMA,ETH,raw,841,0.03273146388932642,19,804,17,17,2,False,False,False,False
EWMA,ETH,cor,841,0.03273146388932642,6,828,6,6,0,False,True,False,True
EWMA,EURUSD,raw,1660,0.0010678527689856696,30,1599,30,30,0,False,True,False,True
EWMA,EURUSD,cor,1660,0.0010678527689856696,19,1621,19,19,0,False,True,False,True
EWMA,FCHI,raw,1935,0.003930815459453039,52,1835,47,47,5,False,False,False,False
EWMA,FCHI,cor,1935,0.003930815459453039,36,1866,32,32,4,False,False,False,False
EWMA,FTSE100,raw,1911,0.00422610796102995,42,1831,37,37,5,False,False,False,False
EWMA,FTSE100,cor,1911,0.00422610796102995,29,1855,26,26,3,False,False,False,False
EWMA,GBPUSD,raw,1664,0.001980456303794875,32,1600,31,31,1,False,False,False,False
EWMA,GBPUSD,cor,1664,0.001980456303794875,18,1627,18,18,0,False,True,False,True
EWMA,GDAXI,raw,1922,0.003546598963525615,55,1815,51,51,4,False,False,False,False
EWMA,GDAXI,cor,1922,0.003546598963525615,34,1854,33,33,1,False,False,False,False
EWMA,GOLD,raw,1848,0.005673754771417313,46,1755,46,46,0,False,True,False,True
EWMA,GOLD,cor,1848,0.005673754771417313,17,1813,17,17,0,False,True,False,True
EWMA,HSI,raw,1862,0.004970558599874594,32,1800,29,29,3,False,False,False,False
EWMA,HSI,cor,1862,0.004970558599874594,16,1831,14,14,2,False,False,False,False
EWMA,IBGL,raw,1305,0.004392990445541459,17,1271,16,16,1,False,False,False,False
EWMA,IBGL,cor,1305,0.004392990445541459,5,1294,5,5,0,False,True,False,True
EWMA,ICLN,raw,1263,0.006885284683635508,18,1226,18,18,0,False,True,False,True
EWMA,ICLN,cor,1263,0.006885284683635508,10,1242,10,10,0,False,True,False,True
EWMA,NATGAS,raw,1850,0.0038817884617187437,22,1805,22,22,0,False,True,False,True
EWMA,NATGAS,cor,1850,0.0038817884617187437,21,1807,21,21,0,False,True,False,True
EWMA,NIFTY,raw,1287,0.0035307230418005417,20,1246,20,20,0,False,True,False,True
EWMA,NIFTY,cor,1287,0.0035307230418005417,13,1260,13,13,0,False,True,False,True
EWMA,NIKKEI,raw,1851,0.004682958622413108,42,1768,40,41,1,False,False,False,False
EWMA,NIKKEI,cor,1851,0.004682958622413108,18,1815,17,17,1,False,False,False,False
EWMA,SP500,raw,1902,0.00425829752680423,47,1809,45,45,2,False,False,False,False
EWMA,SP500,cor,1902,0.00425829752680423,29,1845,27,27,2,False,False,False,False
EWMA,STOXX,raw,1577,0.004924291270218574,46,1489,41,41,5,False,False,False,False
EWMA,STOXX,cor,1577,0.004924291270218574,24,1530,22,22,2,False,False,False,False
EWMA,TLT,raw,1709,0.000627982634151739,25,1658,25,25,0,False,True,False,True
EWMA,TLT,cor,1709,0.000627982634151739,24,1660,24,24,0,False,True,False,True
EWMA,USDJPY,raw,1966,0.0026037473688422155,36,1893,36,36,0,False,True,False,True
EWMA,USDJPY,cor,1966,0.0026037473688422155,19,1927,19,19,0,False,True,False,True
EWMA,WTI,raw,1850,0.006093843303224489,44,1764,41,41,3,False,False,False,False
EWMA,WTI,cor,1850,0.006093843303224489,31,1789,29,29,2,False,False,False,False
