model,asset,method,law,n_test,scored_days,qV,FZ0,QS,VaR_mean,ES_mean,violations,pihat,shortfall_gap,es_excess_days
GJR-GARCH,TLT,Raw,normal,1665,1665,0.0011354798100596947,-3.5732618679442085,0.00027755990305817623,-0.022749740566763838,-0.026039238284750313,22,0.013213213213213212,-0.0012529754261665792,12
GJR-GARCH,TLT,Static,normal,1665,1665,0.0011354798100596947,-3.599106712909652,0.00027557134093124033,-0.023885220376823536,-0.027174718094810004,18,0.010810810810810811,-0.0009015253861619553,12
GJR-GARCH-t,TLT,Raw,student,1665,1665,0.0006352174539701865,-3.5819055038708347,0.0002769643390685523,-0.023154056229083196,-0.026920732970575744,22,0.013213213213213212,-0.00045607189845473217,11
GJR-GARCH-t,TLT,Static,student,1665,1665,0.0006352174539701865,-3.594253744369849,0.0002760006553009056,-0.023789273683053384,-0.027555950424545936,16,0.00960960960960961,-0.0010762425492520796,10
GARCH-N,TLT,Raw,normal,1665,1665,0.0009837969467220709,-3.563761354159705,0.0002806544389008583,-0.02278312944436364,-0.02607916759706972,24,0.014414414414414415,-0.0010353945852927427,13
GARCH-N,TLT,Static,normal,1665,1665,0.0009837969467220709,-3.592266572887332,0.0002773757708140773,-0.023766926391085713,-0.027062964543791788,21,0.012612612612612612,-0.0005182883834746343,11
Hist-Sim,TLT,Raw,window,1665,1665,0.0016605345467812227,-3.2717693670454837,0.0003801884038015029,-0.026021644993691265,-0.03242341145365849,20,0.012012012012012012,-0.0012896999415821326,9
Hist-Sim,TLT,Static,window,1665,1665,0.0016605345467812227,-3.2936998994729554,0.0003784101207272305,-0.027682179540472484,-0.034083946000439715,17,0.01021021021021021,-0.0010709909260854219,6
EWMA,TLT,Raw,normal,1665,1665,0.0005352500668327174,-3.518917736900095,0.0002965064840181836,-0.022606792954763387,-0.025899800598090186,28,0.016816816816816817,-0.001204092406066065,15
EWMA,TLT,Static,normal,1665,1665,0.0005352500668327174,-3.5421016103916005,0.00029310228459909397,-0.023142043021596104,-0.026435050664922907,27,0.016216216216216217,-0.0008476252576304819,15
Moirai-1.1,UNG,Raw,draws,1309,1309,0.0016206832874487848,-1.9829793046772652,0.0013820313744028626,-0.1038583640916724,-0.15011836615105775,17,0.012987012987012988,0.010822397961592829,4
Moirai-1.1,UNG,Static,draws,1309,1309,0.0016206832874487848,-1.9878730436974217,0.0013779304050772186,-0.10547904737912119,-0.15173904943850652,15,0.01145912910618793,0.008320088405311772,4
Lag-Llama,UNG,Raw,draws,1309,1309,0.014635340049233156,-1.8590786358206877,0.0014641290361019927,-0.08689245354793995,-0.12661454206299838,38,0.029029793735676088,0.0191778896125835,10
Lag-Llama,UNG,Static,draws,1309,1309,0.014635340049233156,-2.0440421198659076,0.0013218551438345344,-0.1015277935971731,-0.14124988211223152,16,0.012223071046600458,0.009928828369513462,4
GJR-GARCH,UNG,Raw,normal,1309,1309,0.0047366492580896286,-2.1360609970407833,0.0012223370411370124,-0.0880636548644983,-0.10085764441810173,16,0.012223071046600458,-0.016007559252267312,8
GJR-GARCH,UNG,Static,normal,1309,1309,0.0047366492580896286,-2.1512387337991177,0.0012167521632339257,-0.09280030412258793,-0.10559429367619136,13,0.009931245225362872,-0.016973423389626575,7
GJR-GARCH-t,UNG,Raw,student,1309,1309,0.003468949979262087,-2.143694235095625,0.0012228137002048875,-0.09142712230206716,-0.10853366908924118,13,0.009931245225362872,-0.015210894311964039,6
GJR-GARCH-t,UNG,Static,student,1309,1309,0.003468949979262087,-2.1432760539132767,0.0012258157808976086,-0.09489607228132926,-0.11200261906850326,10,0.007639419404125287,-0.02091121243040841,6
GARCH-N,UNG,Raw,normal,1309,1309,0.004025201578792562,-2.149596471563298,0.0012072918139485395,-0.08994639975608203,-0.10295209848321211,18,0.013750954927425516,-0.010236168596843185,6
GARCH-N,UNG,Static,normal,1309,1309,0.004025201578792562,-2.1648069613115344,0.0011995384130131046,-0.0939716013348746,-0.10697730006200468,11,0.008403361344537815,-0.01803322032583329,6
Hist-Sim,UNG,Raw,window,1309,1309,0.008913031969005385,-1.9012791153170583,0.0013706797096294365,-0.09274645930743522,-0.1265823420774348,22,0.01680672268907563,0.003951976130497273,9
Hist-Sim,UNG,Static,window,1309,1309,0.008913031969005385,-1.951504241328903,0.0013398123246739137,-0.10165949127644061,-0.13549537404644021,13,0.009931245225362872,-0.00719731070039637,6
EWMA,UNG,Raw,normal,1309,1309,0.005541683205380517,-2.179085451620097,0.001197584628490824,-0.08927777776907465,-0.10228238240986025,16,0.012223071046600458,-0.012660220609348953,7
EWMA,UNG,Static,normal,1309,1309,0.005541683205380517,-2.184364056902736,0.0011944333542240613,-0.09481946097445518,-0.10782406561524074,11,0.008403361344537815,-0.016932286039694194,6
Moirai-1.1,USDJPY,Raw,draws,1923,1923,0.0011652407662152038,-3.8094105667151963,0.0002056618508542116,-0.014953901516612633,-0.023308457832059905,26,0.013520540821632865,0.0028577707168361563,13
Moirai-1.1,USDJPY,Static,draws,1923,1923,0.0011652407662152038,-3.850597771483392,0.00020381136850523295,-0.016119142282827837,-0.024473698598275112,20,0.010400416016640665,6.627779927639273e-05,8
Lag-Llama,USDJPY,Raw,draws,1923,1923,0.004731854104055334,-3.36985190038564,0.00026373324188741775,-0.012183877986811491,-0.01991281386379354,55,0.02860114404576183,0.0006067816570736949,22
Lag-Llama,USDJPY,Static,draws,1923,1923,0.004731854104055334,-3.7607140304329167,0.00023052964909516492,-0.016915732090866824,-0.024644667967848873,20,0.010400416016640665,-7.783936045930879e-06,10
GJR-GARCH,USDJPY,Raw,normal,1923,1923,0.002473162451243958,-3.757369138332006,0.0002082968912251389,-0.012266871750676917,-0.014087859855171038,35,0.018200728029121163,-0.0028536286712609635,21
GJR-GARCH,USDJPY,Static,normal,1923,1923,0.002473162451243958,-3.8983053955866285,0.00020233205082529666,-0.014740034201920871,-0.016561022306414996,18,0.0093603744149766,-0.003975476943517967,14
GJR-GARCH-t,USDJPY,Raw,student,1923,1923,0.001361526804458238,-3.794451841720512,0.00021180515146811883,-0.013748851535119688,-0.018285830649571053,25,0.013000520020800831,-0.0024443164976427462,14
GJR-GARCH-t,USDJPY,Static,student,1923,1923,0.001361526804458238,-3.853124478138771,0.00021042273695148246,-0.015110378339577926,-0.019647357454029294,19,0.009880395215808632,-0.002578647999490907,12
GARCH-N,USDJPY,Raw,normal,1923,1923,0.002573297592277427,-3.7660324650010275,0.00021336548287134827,-0.012381518925653947,-0.014224685802320862,31,0.01612064482579303,-0.003713006256968637,24
GARCH-N,USDJPY,Static,normal,1923,1923,0.002573297592277427,-3.8973357143007115,0.0002059726072916311,-0.014954816517931372,-0.01679798339459829,21,0.0109204368174727,-0.003104179421021571,17
Hist-Sim,USDJPY,Raw,window,1923,1923,0.0019057896929830995,-3.738411412880969,0.00023071638768016768,-0.014119510312619337,-0.02013692927947266,38,0.019760790431617263,0.0004150859472686752,15
Hist-Sim,USDJPY,Static,window,1923,1923,0.0019057896929830995,-3.8422270829521583,0.0002183967273480892,-0.016025300005602438,-0.022042718972455765,26,0.013520540821632865,0.0007099955813536536,10
EWMA,USDJPY,Raw,normal,1923,1923,0.0028510593598368578,-3.720155994181373,0.00021291711768533912,-0.012207502660497953,-0.013985702675307297,37,0.01924076963078523,-0.0030406937799475737,25
EWMA,USDJPY,Static,normal,1923,1923,0.0028510593598368578,-3.9046512311369295,0.00020370530964220496,-0.015058562020334811,-0.016836762035144153,20,0.010400416016640665,-0.0031262376262412967,12
Moirai-1.1,USO,Raw,draws,1386,1386,0.009135935861219253,-2.228020384782697,0.0009921718891082126,-0.06146152283934524,-0.09522043525847414,21,0.015151515151515152,-0.0008854530075942847,9
Moirai-1.1,USO,Static,draws,1386,1386,0.009135935861219253,-2.3054773685124386,0.0009673971592923661,-0.0705974587005645,-0.10435637111969338,16,0.011544011544011544,0.004350648731042517,8
Lag-Llama,USO,Raw,draws,1386,1386,0.01637182415665444,-1.988101191312859,0.0011042997447144119,-0.05072188174227067,-0.07725615348199229,40,0.02886002886002886,-0.0005284749105523036,20
Lag-Llama,USO,Static,draws,1386,1386,0.01637182415665444,-2.3476631228820435,0.0009583134991852175,-0.06709370589892512,-0.09362797763864672,18,0.012987012987012988,-0.0015536263896985898,9
GJR-GARCH,USO,Raw,normal,1386,1386,0.009119718727964243,-2.3825736834876703,0.0008469160983552369,-0.049957364076292095,-0.05737589516784934,29,0.020923520923520924,-0.008895961007533594,16
GJR-GARCH,USO,Static,normal,1386,1386,0.009119718727964243,-2.5299766189800965,0.0008010172315485649,-0.05907708280425634,-0.06649561389581359,13,0.00937950937950938,-0.014285786203151728,9
GJR-GARCH-t,USO,Raw,student,1386,1386,0.008185894766183761,-2.509246660675727,0.0008127853134306646,-0.05269034327543188,-0.06537083440345505,27,0.01948051948051948,-0.0012028497796432694,10
GJR-GARCH-t,USO,Static,student,1386,1386,0.008185894766183761,-2.5693382260855375,0.0007925214143586727,-0.06087623804161564,-0.07355672916963882,11,0.007936507936507936,-0.007052714129931062,6
GARCH-N,USO,Raw,normal,1386,1386,0.00871136603447998,-2.3610887150465225,0.0008546206075699124,-0.05051095332120268,-0.0580024434921205,27,0.01948051948051948,-0.010301988700651906,20
GARCH-N,USO,Static,normal,1386,1386,0.00871136603447998,-2.5210815958431225,0.0008058532478712758,-0.05922231935568266,-0.06671380952660048,12,0.008658008658008658,-0.01596384561013091,8
Hist-Sim,USO,Raw,window,1386,1386,0.007735041834238433,-2.4123772604919402,0.0009056221725419065,-0.06130576534977381,-0.0835518001742384,17,0.012265512265512266,-0.0008295732895891146,8
Hist-Sim,USO,Static,window,1386,1386,0.007735041834238433,-2.42973556148096,0.0009020113842287769,-0.06904080718401223,-0.09128684200847681,14,0.010101010101010102,0.004346167011809457,6
EWMA,USO,Raw,normal,1386,1386,0.009776701466038977,-2.37113176624796,0.0008304603690169867,-0.05080884789332652,-0.05820989433083543,27,0.01948051948051948,-0.009234647214701252,17
EWMA,USO,Static,normal,1386,1386,0.009776701466038977,-2.5195405771055235,0.0008030445502239488,-0.0605855493593655,-0.0679865957968744,11,0.007936507936507936,-0.01703068668740638,8
